step,reward,rolling_reward
55,-36.915035247802734,-21.654631796692097
56,-7.994458198547363,-21.414979628303595
57,-6.71049165725708,-21.16145397363038
58,-4.84856653213501,-20.884964355977914
59,-4.632870197296143,-20.614096119999886
60,-7.806341648101807,-20.404132931935983
61,-4.562886714935303,-20.148628960694037
62,-5.030133247375488,-19.90865283826041
63,-8.396592140197754,-19.72877688985318
64,-12.1676664352417,-19.612452113628386
65,-15.332269668579102,-19.547600864460975
66,-14.056154251098633,-19.465638974709297
67,-11.276576042175293,-19.34521157864262
68,-4.969538688659668,-19.13686849328055
69,-47.69910430908203,-19.544900433506285
70,-8.490456581115723,-19.389204041219095
71,-2.6534059047698975,-19.156762400435078
72,-11.796932220458984,-19.055942808928556
73,-8.762735366821289,-18.91684541106224
74,-57.65147018432617,-19.43330707470576
75,-16.664262771606445,-19.396872281243926
76,-38.65822219848633,-19.647019682766555
77,-88.41563415527344,-20.528668586260235
78,-89.85912322998047,-21.406269277952894
79,-47.187252044677734,-21.728531562536954
80,-7.933895111083984,-21.558227408815313
81,-7.039824962615967,-21.381173720447027
82,-49.54068374633789,-21.720444925578242
83,-49.6786994934082,-22.05328128948098
84,-49.4696159362793,-22.375826402972727
85,-50.54330825805664,-22.703355261752773
86,-5.545149803161621,-22.50613450935517
87,-6.163303852081299,-22.320420524613425
88,-56.52277755737305,-22.704716671048924
89,-13.23155403137207,-22.59945930838585
90,-53.34648895263672,-22.93733875502597
91,-9.04775619506836,-22.78636503154817
92,-2.1852426528930664,-22.56484758661639
93,-44.96648025512695,-22.80316282777076
94,-0.21543799340724945,-22.565397303198512
95,-48.7275505065918,-22.837919732400525
96,-10.689268112182617,-22.71267590126426
97,-6.957242488861084,-22.55190617256627
98,-17.670377731323242,-22.502597804472902
99,-15.328195571899414,-22.430853782147167
100,-84.00313568115234,-23.040480335602666
101,-47.98259353637695,-23.285010857178886
102,-42.063785552978516,-23.467329058108977
103,-38.546504974365234,-23.612321134226825
104,-11.132824897766113,-23.493468789117678
105,-6.737033367156982,-23.335389209665216
106,-2.8012783527374268,-23.143481631563088
107,-49.25944900512695,-23.385296144281273
108,-6.961124897003174,-23.234615674122757
109,-6.712174892425537,-23.08441166701642
110,-3.994889974594116,-22.912433994111716
111,-4.82209587097168,-22.75091311801225
112,-12.829154968261719,-22.66310994854543
113,-11.50246524810791,-22.56520955643633
114,-8.701260566711426,-22.444653478264808
115,-2.269007444381714,-22.27072549521409
116,-5.9960832595825195,-22.131625988926643
117,0.32512199878692627,-21.94131456530195
118,0.35987600684165955,-21.753909602510827
119,-3.109407424926758,-21.59853875103096
120,-7.703365802764893,-21.48370261096265
121,-6.458981513977051,-21.36054915934801
122,-11.037592887878418,-21.276622685596227
123,-15.916787147521973,-21.233398205450467
124,-41.241268157958984,-21.393461165070534
125,-18.36707305908203,-21.3694422118484
126,-41.014278411865234,-21.524125961454835
127,-43.612213134765625,-21.696689142496325
128,-9.552783012390137,-21.6025503352862
129,-4.793301582336426,-21.47324842180197
130,-6.29628324508667,-21.35739372579651
131,-4.0540452003479,-21.22630775211887
132,-4.815849781036377,-21.102920850080654
133,-49.40104293823242,-21.314100865663878
134,-4.62214994430542,-21.190456784764926
135,-50.22148513793945,-21.40392022853827
136,-10.850914001464844,-21.326890986004884
137,-8.470377922058105,-21.233727847860344
138,-5.393581390380859,-21.119769959677036
139,-49.837135314941406,-21.324893997928925
140,1.109879970550537,-21.16578212581205
141,-45.353004455566406,-21.33611467743004
142,1.0553220510482788,-21.179531203804316
143,1.0770119428634644,-21.0249718763969
144,-45.366390228271484,-21.192843727099483
145,-48.31907272338867,-21.378639816115165
146,-12.054581642150879,-21.315210848945338
147,-17.6571102142334,-21.29049395276485
148,-33.45659255981445,-21.37214562126854
149,-37.92317581176758,-21.482485822538536
150,-35.24943161010742,-21.573657648946277
151,-30.04578399658203,-21.629395322285983
152,-9.396675109863281,-21.549442902596947
153,-8.29254150390625,-21.463359127280775
154,-6.659200191497803,-21.367848424469273
155,-3.3114099502563477,-21.252102023993547
156,-7.114416599273682,-21.16205307224374
157,-5.7638750076293945,-21.064596249049977
158,-5.22730016708374,-20.96499061331434
159,-5.708804130554199,-20.86963944779709
160,-11.26244068145752,-20.809967405770134
161,-12.739691734313965,-20.760150889279664
162,-2.461637258529663,-20.647890069459113
163,-46.04372787475586,-20.802742739003605
164,0.3935540020465851,-20.674280334512392
165,1.24070405960083,-20.542262356234602
166,0.5580639839172363,-20.415913096712735
167,-0.16562800109386444,-20.29537568542929
168,1.268280029296875,-20.167780089484165
169,-8.432283401489258,-20.09874775602537
170,-5.688523292541504,-20.014477437525464
171,-14.449691772460938,-19.98212403249602
172,-82.3060531616211,-20.3423779580979
173,-51.85245132446289,-20.523470333766664
174,-52.05549621582031,-20.70365333880697
175,-33.13758850097656,-20.774300697682932
176,-10.266266822814941,-20.71493327466108
177,-6.208258152008057,-20.633435099814715
178,-4.100086688995361,-20.541070024893937
179,-50.11083984375,-20.70534652388758
180,-7.784675121307373,-20.633961599011446
181,-5.625208377838135,-20.551495921972034
182,-5.237370014190674,-20.46781217384208
183,-7.964497089385986,-20.399859374470036
184,-11.591139793395996,-20.352244674031798
185,-11.817841529846191,-20.306360786159832
186,-7.000099182128906,-20.235204306993893
187,1.0763620138168335,-20.121844911670433
188,1.3086719512939453,-20.00845593355951
189,0.6983019709587097,-19.899472997219938
190,0.7713279724121094,-19.7912489083737
191,1.238345980644226,-19.68171976832673
192,-2.737757444381714,-19.59392721742546
193,-3.9375813007354736,-19.513224403421905
194,-14.61294174194336,-19.488094748747656
195,-18.4649715423584,-19.482874732388524
196,-45.65021514892578,-19.615703871558765
197,-24.84192657470703,-19.64209893571608
198,-51.78949737548828,-19.80364365149383
199,-45.9698600769043,-19.93447473362088
200,-8.366582870483398,-19.876923032809252
201,-8.663583755493164,-19.82141145222848
202,-7.131641864776611,-19.758900271994726
203,-5.888891696929932,-19.690910033881664
204,-7.441150188446045,-19.631155107806368
205,-2.744987964630127,-19.549183422645317
206,-7.8142499923706055,-19.492492922982155
207,-7.717911243438721,-19.43588435721512
208,-4.745811462402344,-19.365596927096398
209,-11.213253021240234,-19.326776241830416
210,-1.6984713077545166,-19.243229772948542
211,-44.718074798583984,-19.36339413627701
212,0.7461439967155457,-19.26898315912681
213,0.8526867032051086,-19.174956664443016
214,-43.771663665771484,-19.28935995282129
215,-46.55403137207031,-19.41558528346596
216,-45.42741775512695,-19.5354554791879
217,-4.802294731140137,-19.467872173004196
218,-13.97472095489502,-19.442789290729724
219,-20.28759002685547,-19.44662929407575
220,-38.33547592163086,-19.53209918831808
221,-44.02521514892578,-19.642428539491988
222,-47.6197624206543,-19.76788743582007
223,-47.38941192626953,-19.891197813009576
224,-8.841300010681152,-19.84208715611034
225,-9.26158332824707,-19.795270767491477
226,-2.5685360431671143,-19.71938206826538
227,-4.696249961853027,-19.653491137974093
228,-4.709168910980225,-19.588232088947922
229,-7.191441535949707,-19.534332999587058
230,-4.930570125579834,-19.47111324688573
231,-6.189823627471924,-19.413866308871015
232,-17.08884620666504,-19.40388768182292
233,-10.56814193725586,-19.366128084623917
234,-6.423061370849609,-19.311051204990832
235,-4.492226600646973,-19.248259575311412
236,1.3956120014190674,-19.161154631949678
237,0.4786660075187683,-19.078634377161997
238,0.8637340068817139,-18.995193505262232
239,-0.9843886494636536,-18.92014848502974
240,-6.9100751876831055,-18.870314155995104
241,-12.08060359954834,-18.842257500803175
242,-11.33325481414795,-18.811356255179078
243,-20.050630569458008,-18.816435248270388
244,-16.6131534576416,-18.80744226136986
245,-37.934635162353516,-18.885195078040525
246,-45.95371627807617,-18.994784232696542
247,-41.990760803222656,-19.08750994467447
248,-8.001174926757812,-19.042986510867575
249,-7.256383419036865,-18.995840098500253
250,-7.335416793823242,-19.001008301854135
251,-6.700258255004883,-18.993819028019907
252,-5.128499984741211,-18.96263308441639
253,-4.304831504821777,-18.90761293900013
254,-5.839383125305176,-18.756713132023812
255,-5.867320537567139,-18.711261317372323
256,-13.808635711669922,-18.565079920887946
257,-16.090232849121094,-18.461770411610605
258,-11.79290771484375,-18.466352507710457
259,-8.221851348876953,-18.478613000035285
260,-5.187836170196533,-18.477431178212164
261,0.635101318359375,-18.445101906895637
262,0.6828579902648926,-18.422863127827643
263,1.1720620393753052,-18.21888114798069
264,-7.061954498291016,-18.227132799744606
265,-7.096257209777832,-18.22033304464817
266,-3.2930519580841064,-18.183384563088417
267,-21.34981918334961,-18.212004794716837
268,-39.58744812011719,-18.327386436104774
269,-49.201316833496094,-18.521947335362434
270,-43.895320892333984,-18.699774224162102
271,-47.81767272949219,-18.871127655863763
272,-9.963908195495605,-18.894190779566763
273,-9.258983612060547,-18.920643295168876
274,-2.3015639781951904,-18.72678343474865
275,-3.716327667236328,-18.693347727656363
276,-6.550433158874512,-18.649079825282097
277,-3.9396450519561768,-18.596482990145685
278,-6.73199987411499,-18.48969506251812
279,-7.374419212341309,-18.319915441393853
280,-11.052665710449219,-18.18118372142315
281,-6.886508464813232,-18.05579620730877
282,-1.3208653926849365,-17.847695666193964
283,0.7222059965133667,-17.81614184129238
284,0.688077986240387,-17.79345012962818
285,1.251971960067749,-17.587080211758614
286,-1.2223559617996216,-17.563287502884865
287,1.1619540452957153,-17.53162068760395
288,-2.955878734588623,-17.52135460293293
289,-1.8324099779129028,-17.49467471754551
290,-12.66928768157959,-17.512826691269876
291,-18.349634170532227,-17.350075478196143
292,-30.471187591552734,-17.24472953093052
293,-45.2933349609375,-17.379205750107765
294,-44.204063415527344,-17.53222956907749
295,-34.96880340576172,-17.667570339798928
296,-7.536533355712891,-17.65931105864048
297,-6.00296688079834,-17.670557235360146
298,-4.196291446685791,-17.669644767403604
299,-4.198025226593018,-17.47621705019474
300,-6.798083305358887,-17.449124620079996
301,-4.402883529663086,-17.397609834313393
302,-6.602541446685791,-17.09123313486576
303,-2.884566068649292,-16.901593084931374
304,-13.577521324157715,-16.774980608582496
305,-9.958736419677734,-16.667155413269995
306,-4.498569488525391,-16.653171858429907
307,1.4005260467529297,-16.62072778761387
308,0.4543299973011017,-16.599516201496126
309,-1.8611500263214111,-16.588429320812224
310,0.5040460228919983,-16.55518777012825
311,0.5638419985771179,-16.5346808552742
312,1.21424400806427,-16.50970334625244
313,-9.166497230529785,-16.51278296661377
314,-12.577759742736816,-16.51442333984375
315,-4.856783390045166,-16.472521394729615
316,-33.86357498168945,-16.55175107765198
317,-29.60965919494629,-16.625083410263063
318,-86.7806167602539,-16.952327722549438
319,-78.49738311767578,-17.075520837783813
320,-9.686033248901367,-17.080303144454955
321,-8.268816947937012,-17.102764788627624
322,-7.268899917602539,-17.0846526594162
323,-3.2346017360687256,-17.06254012489319
324,-5.347983360290527,-16.853326177597047
325,-49.53331756591797,-16.984802396774292
326,-5.333466529846191,-16.85150337409973
327,-50.64642333984375,-16.700426530838012
328,-14.97608757019043,-16.400894388198854
329,-9.317360877990723,-16.249414823532103
330,-5.770130634307861,-16.240759765625
331,-0.5283613204956055,-16.214713911056517
332,0.8918240070343018,-16.01298388004303
333,0.0777060016989708,-15.813958258062602
334,1.3031100034713745,-15.610867354303599
335,1.3615740537643433,-15.403247825056315
336,-45.69614028930664,-15.563851787000894
337,-49.032405853271484,-15.735328195005655
338,-10.317941665649414,-15.55050885143876
339,-3.788724899291992,-15.51273753491044
340,-7.104341506958008,-15.327768945127726
341,-3.12136173248291,-15.304063367277383
342,-50.149192810058594,-15.495919167906045
343,-5.54569149017334,-15.338236012846231
344,-5.299666881561279,-15.358572928398848
345,-8.584807395935059,-15.19800195595622
346,-17.257568359375,-15.22427515694499
347,-5.960293769836426,-15.220287362068891
348,-10.071075439453125,-15.18989015290141
349,0.7965419888496399,-15.125391202658415
350,1.2244080305099487,-14.784481027811765
351,-43.570621490478516,-14.766833139628172
352,1.4198219776153564,-14.592898709505796
353,-43.60728454589844,-14.61314182779193
354,-3.5942766666412354,-14.582987634867429
355,-2.504206657409668,-14.56605632802844
356,-11.497651100158691,-14.600841819018125
357,-18.0607852935791,-14.476047164171934
358,-46.22787857055664,-14.633114178866148
359,-41.56547927856445,-14.772527396410704
360,-53.57435607910156,-14.970845260828733
361,-45.83065414428711,-15.134879493921995
362,-8.689416885375977,-15.118320541590451
363,-8.83215045928955,-15.107639282435178
364,-3.088676691055298,-15.085188946932554
365,-50.01734924316406,-15.276182314127684
366,-50.84425735473633,-15.4555750105083
367,-50.05624008178711,-15.657100458830595
368,-4.829174995422363,-15.677856662839652
369,-50.46757125854492,-15.867289318174123
370,-16.037132263183594,-15.9006243840158
371,-6.302552223205566,-15.899998666852712
372,-2.3295652866363525,-15.865166556447745
373,1.116752028465271,-15.797032399743795
374,-43.53335952758789,-15.80620076522231
375,0.4955100119113922,-15.730750432938338
376,0.3308179974555969,-15.565370047301053
377,1.3961340188980103,-15.3853366586864
378,-5.171219825744629,-15.367810405939817
379,-4.514042854309082,-15.366693371027708
380,-10.790966987609863,-15.3846721059978
381,-20.08100128173828,-15.448779930323361
382,-22.79862403869629,-15.520711027354002
383,-49.00048828125,-15.519108808726072
384,-43.210811614990234,-15.673463455408811
385,-41.383392333984375,-15.63811108419299
386,-11.060892105102539,-15.638950996607543
387,-6.980566501617432,-15.632991750925779
388,-7.6906418800354,-15.642179992884397
389,-5.470399856567383,-15.464713051050902
390,-7.459024906158447,-15.498988670557738
391,-7.305950164794922,-15.346800453394652
392,-2.9614920616149902,-15.362867709845304
393,-5.415194988250732,-15.38883653756976
394,-11.59539794921875,-15.25375256845355
395,-8.74670696258545,-15.095463105410337
396,-48.394168853759766,-15.240821454256773
397,-7.844903469085693,-15.201572627276182
398,0.8515539765357971,-15.064340041130782
399,0.24327532947063446,-14.911674236565828
400,0.8611279726028442,-14.767231998234987
401,-0.4248479902744293,-14.648748254209757
402,-3.210334062576294,-14.62400289002061
403,-12.882027626037598,-14.642360834509134
404,-11.135075569152832,-14.660264336019754
405,-22.0413818359375,-14.735184223562479
406,-35.88372039794922,-14.850261438757181
407,-89.36835479736328,-15.184679357916117
408,-43.25027084350586,-15.336771240621806
409,-84.32854461669922,-15.651250202566386
410,-53.84769058227539,-15.821591202169657
411,-5.978050231933594,-15.794544636160134
412,-5.022550106048584,-15.804788287550211
413,-7.436600208282471,-15.650359776884317
414,-4.467986583709717,-15.669805939227343
415,-50.24430847167969,-15.875745989352465
416,-7.908608436584473,-15.909612679034472
417,-5.784519195556641,-15.932088243812323
418,-11.208996772766113,-15.981997351020574
419,-55.723541259765625,-16.17116238245368
420,-51.743473052978516,-16.35538218149543
421,-1.5099406242370605,-16.303623176902533
422,0.7556599974632263,-15.971376324266195
423,1.2492560148239136,-15.758969494909048
424,1.3171679973602295,-15.545478838056326
425,-3.1233532428741455,-15.425421897023917
426,-3.8506393432617188,-15.399759387105703
427,-4.7937397956848145,-15.39410131368041
428,-10.575011253356934,-15.420001011937856
429,-13.662622451782227,-15.274208142369986
430,-83.82624816894531,-15.578374434560537
431,-45.62919616699219,-15.738390385717153
432,-89.62327575683594,-16.075934008687735
433,-47.64432907104492,-16.23465333661437
434,-8.2920503616333,-16.22145697888732
435,-7.055528163909912,-16.202407725423573
436,-6.280683517456055,-16.199530062764882
437,-4.308741569519043,-16.221070477098227
438,-6.441666603088379,-16.252071831315757
439,-7.102933406829834,-16.28327677282691
440,-4.3988752365112305,-16.303957585662605
441,-4.421471118927002,-16.326596854060888
442,-14.43869686126709,-16.373400611728428
443,-12.320440292358398,-16.406932047694923
444,-1.451358675956726,-16.354285715430976
445,-4.996409893035889,-16.300411468833683
446,1.2698819637298584,-16.112731080383064
447,-1.1317499876022339,-16.017890374034643
448,1.1787480115890503,-15.806017392486334
449,0.47830599546432495,-15.62022472819686
450,1.0881359577178955,-15.582405852884055
451,-2.9473819732666016,-15.559541045755148
452,-3.457869291305542,-15.544845955461264
453,-57.933502197265625,-15.753024397462607
454,-33.73101806640625,-15.858183868974447
455,-86.06197357177734,-16.191451811403034
456,-84.68409729003906,-16.49893120059371
457,-42.031288146972656,-16.636184708207846
458,-9.113492012023926,-16.65365543040633
459,-5.7865166664123535,-16.63194848498702
460,-2.9837067127227783,-16.637089426606895
461,-4.671441555023193,-16.47690289363265
462,-6.8226752281188965,-16.507178170531986
463,-3.9636950492858887,-16.526443697541954
464,-49.52811813354492,-16.549469515413048
465,-5.848040580749512,-16.386645552247764
466,-13.220964431762695,-16.257819738954307
467,-3.645840644836426,-16.25319392260909
468,-0.6811360120773315,-16.20001958283782
469,-43.64632797241211,-16.293454534620047
470,1.2908339500427246,-16.134949295133353
471,-43.76338195800781,-16.13390196236968
472,1.2138839960098267,-15.938567376703023
473,-43.669979095458984,-15.923689645379781
474,1.0802160501480103,-15.884003581136465
475,-1.5356433391571045,-15.853099821180106
476,-7.601705551147461,-15.873232499212026
477,-19.91362190246582,-15.934101986974477
478,-34.41374969482422,-16.052920310109855
479,-31.033653259277344,-16.148289157003163
480,-40.40983200073242,-16.290206204503775
481,-81.84898376464844,-16.59284284505248
482,-7.692966461181641,-16.555259326070548
483,-7.992891788482666,-16.544958325475456
484,-4.698194980621338,-16.538058859914543
485,-5.05483341217041,-16.540309287160635
486,-7.2165751457214355,-16.5747580357492
487,-4.903703212738037,-16.596287512630223
488,-7.837758541107178,-16.63109348282218
489,-6.431849479675293,-16.652883326143026
490,-12.26262378692627,-16.674293520539997
491,-10.239767074584961,-16.666930174440147
492,-8.21161937713623,-16.6544436326921
493,-3.6809732913970947,-16.588965003579855
494,1.3742820024490356,-16.51701526173949
495,1.402649998664856,-16.35966612109542
496,1.3493880033493042,-16.170453703969716
497,-5.718997478485107,-16.025366650670765
498,-7.697512149810791,-16.024151999562978
499,-0.4160279929637909,-15.996790577858686
500,-14.456040382385254,-16.025273072212933
501,-17.460716247558594,-16.06831490418315
502,-41.67732238769531,-16.214510193794965
503,-29.95753288269043,-16.31712099930644
504,-41.13911819458008,-16.45831993958354
505,-46.972679138183594,-16.622741373986006
506,-10.59505844116211,-16.609887064903976
507,-7.186399936676025,-16.574271733254193
508,-4.012006759643555,-16.543148129433394
509,-49.618141174316406,-16.70873328873515
510,-5.528141498565674,-16.710094510048627
511,-50.45956802368164,-16.914473187416792
512,-7.47148323059082,-16.947090552300214
513,-5.756291389465332,-16.97480396601558
514,-11.69804573059082,-16.993348330944777
515,-53.843257904052734,-17.180336333721876
516,-5.438774585723877,-17.188919224232436
517,-44.120296478271484,-17.280001133412124
518,0.7397860288619995,-17.118692196816205
519,0.4306679964065552,-16.920164257496594
520,1.2394479513168335,-16.73962518212199
521,0.23788532614707947,-16.547402949899435
522,-3.2466392517089844,-16.52053387412429
523,-0.42064398527145386,-16.48518051561713
524,-7.80081844329834,-16.507177533477545
525,-19.16822052001953,-16.56898510488868
526,-43.9088020324707,-16.718418580383062
527,-32.32008361816406,-16.831940334647893
528,-49.34052276611328,-17.002374426215887
529,-45.0911750793457,-17.153241449683904
530,-11.100000381469727,-17.153430788367988
531,-8.557524681091309,-17.1601148532331
532,-5.020383358001709,-17.174912925094365
533,-3.450505018234253,-17.191603769153357
534,-7.733216762542725,-17.22528894814849
535,-5.12470817565918,-17.250795668691396
536,-5.358816623687744,-17.267341511338948
537,-6.059992790222168,-17.29622929868102
538,-13.809746742248535,-17.33964477071166
539,-9.284148216247559,-17.369451723664998
540,-4.885432720184326,-17.33831630381942
541,-6.880735397338867,-17.292440708726645
542,0.07364799827337265,-17.170261366367342
543,-1.1680200099945068,-16.993760106563567
544,-43.653724670410156,-16.9915587515831
545,-43.64011764526367,-17.026244008541106
546,-6.533808708190918,-17.02223310995102
547,-7.023695468902588,-17.026316024303437
548,-15.637913703918457,-17.07208251333237
549,-17.477222442626953,-17.125199302196503
550,-46.06428909301758,-17.282264125347137
551,-32.552711486816406,-17.39486343717575
552,-50.94805145263672,-17.572245477199555
553,-48.04199981689453,-17.752875212192535
554,-8.493332862854004,-17.73253845834732
555,-6.645816802978516,-17.719286779880523
556,-3.786565065383911,-17.71643876218796
557,-6.7123918533325195,-17.7488904337883
558,-5.0302414894104,-17.770828719735146
559,-4.635036468505859,-17.781924265503882
560,-50.870365142822266,-17.98742191016674
561,-51.43662643432617,-18.195423783898352
562,-11.947356224060059,-18.24807018482685
563,-55.380271911621094,-18.432925283551217
564,-4.50731086730957,-18.400643488049507
565,0.8747586607933044,-18.377717319846152
566,-43.562862396240234,-18.416514469504357
567,-43.73240280151367,-18.473005443930624
568,1.2779099941253662,-18.12077133691311
569,-43.810733795166016,-17.98202473962307
570,-4.8733134269714355,-17.96277386033535
571,-7.806217193603516,-17.960923461318018
572,-57.73088836669922,-18.162771415114403
573,-61.80751037597656,-18.397063049674035
574,-40.63327407836914,-18.538204212546347
575,-52.71251678466797,-18.550921009421348
576,-51.198089599609375,-18.734379501700403
577,-33.47541046142578,-18.66569545018673
578,-53.7179069519043,-18.820662727713586
579,-51.79596710205078,-18.990577152609823
580,-6.939566612243652,-18.99525489652157
581,-4.408836841583252,-19.010776798605917
582,-50.295223236083984,-19.21552498757839
583,-5.377016544342041,-19.237343877762555
584,-49.78508377075195,-19.44169665285945
585,-5.815182209014893,-19.470403677910568
586,-10.9787015914917,-19.331533923119306
587,-12.336241722106934,-19.184749266594647
588,-0.6244406700134277,-19.145975262612104
589,1.3240059614181519,-19.125524339169264
590,0.20936599373817444,-19.09626950916648
591,-0.29992398619651794,-19.084983758181334
592,1.424340009689331,-18.878689626902343
593,0.7972480058670044,-18.85331786891818
594,-1.7706639766693115,-18.83920185729861
595,-11.567545890808105,-18.851132811278106
596,-10.815213203430176,-18.825363390654324
597,-21.186519622802734,-18.88626829406619
598,-19.039175033569336,-18.922140692442657
599,-41.04468536376953,-19.089505601853133
600,-50.23472595214844,-19.295342137783766
601,-37.573265075683594,-19.271352712124585
602,-11.038900375366211,-19.32118760153651
603,-8.367833137512207,-19.180229795902967
604,-3.5026233196258545,-19.179863182514907
605,-5.130233287811279,-19.190367289036512
606,-50.14854049682617,-19.344970846623184
607,-48.231475830078125,-19.465653608769177
608,-50.57797622680664,-19.48305399939418
609,-5.577885150909424,-19.33910362288356
610,-8.631786346435547,-19.159333343952895
611,-11.55322265625,-19.022223618000744
612,-4.846724033355713,-19.006852846592665
613,-3.8478946685791016,-18.986915823429822
614,0.929062008857727,-18.97084486863017
615,-0.41892799735069275,-18.77245118364692
616,0.4749079942703247,-18.56717452225089
617,0.568198025226593,-18.364676769822836
618,-3.6149532794952393,-18.359819882959126
619,-0.6430619955062866,-18.160521845906974
620,-8.899948120117188,-18.13197310933471
621,-17.163414001464844,-18.175416556447743
622,-21.781137466430664,-18.25322284516692
623,-42.84968185424805,-18.429088580697776
624,-33.9374885559082,-18.390705096811057
625,-78.05005645751953,-18.70488736268878
626,-7.313258171081543,-18.73546366736293
627,-8.407699584960938,-18.774679001778363
628,-3.971174955368042,-18.769878822296857
629,-4.090775012969971,-18.7681857509315
630,-3.8006532192230225,-18.740224495857955
631,-4.127824783325195,-18.6764117898643
632,-5.0616583824157715,-18.605463927239178
633,-4.818961143493652,-18.428737818688155
634,-9.666251182556152,-18.294559576958417
635,-51.00575637817383,-18.333049033135175
636,-47.924713134765625,-18.48050431725383
637,1.3187880516052246,-18.44730689904094
638,-43.61848068237305,-18.591018254250287
639,1.22502601146698,-18.56423655077815
640,1.2876659631729126,-18.529249787300824
641,1.2279599905014038,-18.49511414667964
642,-46.184139251708984,-18.668004735440014
643,-8.517085075378418,-18.680412295788525
644,-9.681448936462402,-18.672756499737503
645,-17.163684844970703,-18.706424411267044
646,-41.60568618774414,-18.67927048060298
647,-38.003421783447266,-18.799904553860426
648,-44.364105224609375,-18.980767190665006
649,-19.346572875976562,-19.059126583486794
650,-7.243599891662598,-19.09154549494386
651,-8.604000091552734,-19.124262103348972
652,-5.019408226013184,-19.13149840000272
653,-7.13955020904541,-19.10852849033475
654,-7.532800197601318,-19.094119388848544
655,-7.353508472442627,-19.035367895394565
656,-7.677424907684326,-18.922542713433504
657,-3.767812728881836,-18.58014054515958
658,-14.839621543884277,-18.46649794796109
659,-12.340500831604004,-18.178545772820712
660,-0.7506813406944275,-17.966157735854388
661,-47.95439910888672,-18.1340631313622
662,-0.9757800102233887,-18.1178760509789
663,-43.658226013183594,-18.262762554198503
664,-43.737789154052734,-18.419841764479877
665,-1.4512053728103638,-18.224669352084398
666,-2.9973647594451904,-18.205024377375842
667,-50.92491149902344,-18.385585946589707
668,-11.420742988586426,-18.38643293145299
669,-17.85955810546875,-18.2349769988358
670,-81.1755599975586,-18.352705346614123
671,-52.376914978027344,-18.556173244029285
672,-14.103443145751953,-18.615609656602143
673,-30.705392837524414,-18.743428252011537
674,-6.319300174713135,-18.77397412469983
675,-8.154199600219727,-18.794097510129212
676,-7.490441799163818,-18.808656719952822
677,-5.161324977874756,-18.81012706068158
678,-6.422816753387451,-18.793518282681703
679,-2.7347517013549805,-18.749806799679995
680,-53.3859748840332,-18.628045706540345
681,-5.467366695404053,-18.467398388653994
682,-14.812767028808594,-18.168156353741885
683,-11.267784118652344,-18.022650173932313
684,-5.295949935913086,-18.010665772229434
685,-50.28376388549805,-18.183578715115786
686,-3.6531319618225098,-18.17306850889325
687,0.8156200051307678,-18.152571062594653
688,-0.6767173409461975,-18.129511265546082
689,-5.798356056213379,-18.124292956143616
690,-5.162546157836914,-18.12734763982892
691,-8.161857604980469,-18.142309185773133
692,-13.192266464233398,-18.137323464185
693,-21.650365829467773,-18.174643166333436
694,-29.692127227783203,-18.287606240540743
695,-85.51136016845703,-18.609666041642427
